post_text,label
如果我死了会有人在意吗,1
好累啊，一夜没睡，一边流眼泪一边睁着眼……,0
我祝你幸福 ——T,0
大家掉发吗，我要秃了,0
帮我朋友问一下浙江有医生推荐吗，她现在在宁波,0
吐到没力气，脑袋也晕也疼，下午还考试…睡了又醒又睡又醒。晚上失眠，不想活了,0
讨厌所有节日,0
恐怖的问题，我掉头发好像严重了，怎么办,0
"3.我梦见一个温柔美丽知性富有的女人出现说是我的亲生母亲，把我带进了一座宽敞明亮的大房子。紧接着出现了一个肥胖黝黑的中年女人(潜意识告诉我我的母亲也会是这样)自称我的亲生母亲要带走我，和我父亲谈价钱。

4.我梦见我要考四级了，怎么也走不出小区，最后用七天神像传送到学校，发卷子的时候发现我找错了校区，急得我翻地图看是哪个校区",0
生死疲劳,0
1345天，可能更早吧，不知不觉的已经走了太久了，但世界仍然不真实,0
抽空感了个冒 状态不好的时候 坏事接踵而来,0
我爸每天都叫我出去走走 晒晒太阳 可我不想 出去了我能干什么呢 说不定我走着走着又崩溃了,0
胸口堵住了 天天都不开心,1
你想让我好好生活 好好赚钱 其实不自杀就是我能做到的最大的努力了 我也不想惹你生气 可是光是活着已经耗尽我所有力气了,2
有没有人参加过创新创业大赛的，能指点一下我的，求求了,0
希望这次我不要三分钟热度，把吉他和滑板坚持下去,0
"因为曾经的痛苦 所以希望大家不要那么难过

人生中偶尔有点不幸也没什么 反正都会过去的

加油 各位！

———苏州河
抑郁症 成都·成都市心理健康中心",0
嘿嘿，跨完年忽然意识到天哪我好厉害又熬过一年。,0
对象要和我分手，我真的好委屈好委屈,0
"按照医生的建议拿了目前最新的抗抑郁药
盐酸托鲁地文拉法辛缓释片（若欣林®）

目前情况是边缘性人格障碍+重度抑郁症+重度焦虑症+多重人格+人格解体（精神病性发作）

会在这条记录两周的服药情况
希望可以帮助到大家 厦门·厦门市仙岳医院",3
"好大的药丸子哦
抑郁症",0
"问一下，我有点迷糊
有没有河南商丘的，问一下这里的精神医院都有那些，我找不到。。。。QAQ",0
特别希望有一天人们能选择自己的生死,0
你们会手抖吗 我手悬空会不自觉抖,0
睡前总是平静不了怎么办呐。。。,0
我是一个特别会内耗的人。,0
有机会想去东北那边玩一下，感受感受当地的风土人情，玩雪，看冰雕，在有暖气的屋子里吃铁锅炖、冻梨、山楂罐头，嗯，怎么全是吃的哈哈哈哈哈哈哈哈哈哈哈哈,0
有没有生病的初中男生啊感觉很少见想交朋友（我是男生）,0
"大家好，我又来了
以下是我男朋友吃的药，他的病很严重吗？他从12月20号就没有回过我微信了，我知道他心情不好，但我不是很理解，心情不好到连和女朋友说一句话都困难吗？",0
不敢与他人社交，很害怕，害怕别人是坏人，害怕别人欺负我，你们在现实里敢与他人社交吗,0
"爸妈又吵架了
没事 我会早点死的",1
平常都不会想到的，但每每被迫想死就会大哭一场，我恨你们霸凌的人,2
避雷济南中医远大脑康医院，不知道这家医院是怎么做到每个护士都跟吃过屎一样接待我们的护士一共有两个，护士a在医生跟我们讲解病情的时候翻我们白眼（我们跟她的全程交流不超过五句话，她只负责帮医生看电脑刷卡）。我妈在做检查之前问护士b她需不需要进去陪着，护士b态度很不好的喊：她做检查你陪着干嘛，外面等着。 还有一点，我们去检查的第一天医生和护士就强烈要求我住院盈利目的不要太明显行吗,0
"朋友突然去世了。。。。
我在学校崩溃到过呼吸，家里人来接我的时候一边哭一边求我放过他们()
“你朋友死了你就那么难过为什么你爸妈那么辛苦你就不伤心”
“你为了请假真的无所不用其极”
“我肾积水都没去医院啊凭什么你抑郁症就可以一周去一次医院”
现在家里已经商量好要我搬出去住了
行吧。。。",1
许愿 今年拥有放弃的勇气,0
我真是脑子抽了现在这个点想看烟花,0
每天早上厌世情绪都很严重,0
"问家人一口墓地要多少钱
家人说如果我现在就死了
将来没有人给我扫墓因为我无儿无女
我竟无言以对
下地狱也没人给我烧纸钱",0
没有一种药是通心的。一切靠自救才能涅磐重生，形成黑色生命力。,0
"又失眠了
最近连晚上都不能将情绪流通
我也不知道为什么我就是好难过好想哭好烦躁好委屈好讨厌我自己
真的活着活着好难",1
"好像有那个被夸羞耻症
不敢承认那些夸赞真真实实是对我说的
总感觉它们只是短暂的
实际上的我还是这么糟糕腐烂",0
我真的真的好难受 可惜没人知道,0
"妈妈今天入院了
我开启了陪护的第一晚
注定又是无眠的一晚……",0
帮别人考试结果他成绩比我高，算了有什么好抱怨的，都是自食其果,0
一到晚上就好难过,0
曾经因为吞药自杀，药被家人停了，也因为我一下吃了好几个月的量，医院开不出来，之后就再也没吃药，后来有一段时间感觉自己好像好了一些（我自认为是一下达到了治疗我的量），距离上次吞药自杀已经一年，但是停药半年后我状态越来越差，尤其是十个月后，明显感觉到我不太好，总是会想到死亡，甚至快要控制不住去行动，也跟家人提起过，我好像不太好，可是依旧不同意我继续吃药，当然我想吃药确实也有私心，想为下次做准备，可是我真的不想死的太难看，也不想再折磨别人,3
心里好空荡荡的感觉，在哭，一直哭，经常哭，真的好累好累,1
"入冬之后咳嗽就没停过，半夜经常被自己咳醒
寒性哮喘真的太折磨人了
谁家好人过冬跟我似的像渡劫
左腿疼了两周多，挂了号拍了片才知道是腰椎间盘突出导致的坐骨神经痛
无休无止的吃药又添上了一大包
看着就烦
我都能估算到几个月后
我要么躁狂发作自己死，要么吃药吃到肾衰竭拖几年再死
还得听着他们嘲笑，没完没了
一句“就是有钱”让我一口痰呛进了气管，咳到了缺氧，摔倒在地
我很生气，我真的好生气，我要疯了
我只想一头撞死在这里
可他们还在笑，他们还要笑
我想也大概是快了
我总以为自己也活不长了，没想到又过去了这许多日子
活着真是件很难解释的事
现在是真的快了
就快随他们的愿了
爱怎样怎样吧",1
别把自己搞得很狼狈 宝贝,0
和父母吵架了 打算下午就跑 但是身上连坐火车的钱都没有 不知道该怎么办了 我真的想逃离家庭 我应该跑吗,0
心情又变得不好了,0
"我一直很好奇别人眼中的我是什么样的
好像有些行动也受制于此
有时看到照片里那个静态的自己很自卑很自卑 不喜欢他拍
所以对镜头有点恐惧
也错过了很多次记录和留下美好的机会
总是显得扭扭捏捏的 局促的
我不想这样 但是又不知道怎么去做",0
我生病了他们开始爱我了,0
记忆力变差了很多，很多很多,0
好像从没人爱过我。，,0
好丢脸啊 我都老大不小了 为什么还会得这个病,0
"我与旧事归于尽
漫长而痛苦的一年
我用尽少年时的青春去爱
可是生活教会我
人生总会除了始料未及的喜欢
也有猝不及防的离别和遗憾
这路遥马急的人间
让我知道成长的代价就是让我失去原来的样子",0
好久没回来看看了，感觉我独自断药又重新服药后，精神状态一直都不在状态，过得实在是痛苦，突然想起这个小窝，回来看看网友们的自我鼓励，真的有被感动激励到，但很抱歉是我还是没办法改变一些不好的想法，我感觉我已经被控制了，太痛苦的生活了,1
去天台哭了一场 还是得下来面对明天,0
一想到去年跨年认为2023一定会过的幸福我就想笑 我幸福个鸡毛,0
努力活着。,0
可能抑郁不一样吧，我是由于撞击产生了抑郁，并且开始不知道是抑郁，就是那种莫名其妙的烦躁，不安，想发泄，想虐待，想做爱，然后情绪就特别失落，曾经跑到空旷的地方大喊几声，累的筋疲力尽，可是想想以前不是这样，我得改变，朋友说我是不是脑子撞坏了，然后就去了南京脑科医院，然后n道题做出来后，说是抑郁！朋友和我说的，其实人的大脑会分泌一种物质，让你产生emo.的感觉，但是你身体的多巴胺会把它中和掉，这个分泌器官就像个水龙头，时不时的会拧开，但是不会一直开着，你的抑郁就是撞击后一直开着了，你的多巴胺中和不了了，要用药物把它修复好！吃药后第二天就开始有反应，呕吐，吃不下饭，浑身没劲，好难受，但是那种情绪频率在逐渐消失，自我控制着，我在想，我特么得给你赶紧关了，别耽误我做渣男！每天忙着自己的事情，精力分散了好多，就发现抑郁情绪在逐渐的变少，整个半年虽然辞职了工作，但是整体的心情在变好，吃药大概吃了两千多块钱的，经过了3次药物调整，现在基本上痊愈了，偶尔会情绪低落，也可能我年纪偏大了，能调整一部分心态，那种发泄式的情绪现在几乎没有了。还有睡眠不好的时候，我总想吃劳拉西泮，但是后来想想这个吃了太伤身了，就强制不看手机，关灯闭眼慢慢睡… 合肥,1
这个盐酸舍曲林可以私自停药吗？感觉自己吃了，反应好大，在我得知自己得病之后，也是吃药之后，手抖心慌，喘不过气,1
我跟这里的大家都一样，也是患者，但我还有个身份，是志愿者，一心为公，希望你们能够醒醒，你们之所以生病，那是因为你们善良，一心为别人着想，个个都是这个世界上最美好的代表，每个人都有心情不好的时候，你们能走到今天不是你一个人的错，你们都是无辜的，不应该为了别人犯的错误买单，因为这个世界需要你们，需要你们这些善良人，如果全世界一个善良人都没有，那该有多可怕，我最初也害怕的不得了，只要你们没有做错过事，别人讲什么都不重要，为人处事但凡无愧于心，天大地大，你们高兴最大，亲爱的，我知道你很难受，但请你不要放弃自己。请记住，无论遇到什么困难，我们都值得被爱与被关怀。我会陪伴你走过这段艰难的路程，给予你力量和勇气。相信自己，相信我，请相信自己，你所承受的痛苦和困难只是暂时的，一切都会慢慢好起来。相信自己，勇敢面对挑战。所以，一起活下去吧。,0
怎么样才能不焦虑,0
思维强迫症就是精神癌症。思维不受控制，莫名其妙地一直想，一直怀疑自己，不相信自己。一遍一遍去回忆证明 直到我清晰想起全部内容才不会让自己头痛恶心，不然会陷入恐惧焦虑之中，为缺失的记忆增加幻想的恐惧。,0
"没过，头疼
复习了俩周，折腾了这么久，考完回来发烧3天，前后花了1000左右，还是没过
有些事还是不要去强求",0
"知道自己的药了！之前一直都没敢告诉我哈哈哈哈
新+刚刚吵了几句，哭了一阵",0
"又被建议住院了。
有在山东省精神卫生中心住过院的宝子吗 问一下怎么样呀",0
如果我成绩很好很好就好了,0
因为敏感多疑 所以痛苦加倍,0
最近要搬家，还有要过年，好开心，偶尔难过 但没有再c了，也没有吃药感觉要好了，半年多了，直到现在我也不知道焦虑/抑郁发作是怎样的，吃过两次药，一次四片，一次十三片，第二次很多指标都不正常了 浑身发抖，洗胃洗出血，那次我爸爸特别特别难过，他不明白我为什么白天好好的，突然就吃药了，在那之后我好像再也没有自残，没有自杀过了，偶尔会难过 但次数不多，感觉要好了，或许吧，很谢谢我的家长没有放弃过我，过完年九月，就要回学校了，我很期待,1
我总觉得自己应该是幸福的，可现实为什么总是让我掉眼泪,1
白天装正常人，晚上发疯，我到底为了什么服了,0
现在有可以打电话的人吗，坚持不了了,1
"提问！在自行断药很久以后且已经对药物有了抗药性又复发了怎么办！

其实我也不是很确定是不是一定就是复发，因为我表面上看上去还是蛮开朗乐观的，除了有些时候真的特别内耗焦虑并且对任何事情都持无所谓态度。然后我现在特别特别害怕外出，特别特别不想和人相处，很多时候都不想说话只想一个人独处。而且不管做什么都提不起劲儿，暂时也没上学。并且因为过往一些经历（我和我的朋友是认为过错不在我的，但是因为在几个学校都发生过类似经历，我现在严重怀疑是我性格或者为人之类的问题导致，因为我最后一个学校的老师也认为是我的问题），对学校也是极度的恐惧。我现在走在街上会感觉浑身难受，特别紧绷，感觉自己就像一个异类一样的走在人类之间，有时候还会不自觉的冒汗。但是我不希望在这样继续下去，而我也逃避了很久了，再逃避下去没有任何意义，只会让情况变得更糟，我想改变，但是始终迈不出那一步，而且对于现状特别不知所措，希望有人可以帮助一下我，没有也没关系，我，我就再逃避两天就走一步看一步吧，不行也不会死",1
怎样才算是救赎,0
希望我和大家都能够战胜抑郁/双相，愿我们每天都能开开心心,1
来做个约定吧，我们一起活下去,0
"四年病史
本以为我没啥事了
咔嚓回到原点嘻嘻嘻
我不害怕死亡
我怕我爱的人一个个离开
两个月前自己最好的朋友无疾而终去了汪星
可能这会成为自己永远无法释怀的伤痛
如果可以 我愿意平分一半的生命
可惜没有如果",0
家附近人散养的狗狗，简直是我的梦中情狗长的好周正感觉可能和别的狗混了？我还没见过这种面相的田园犬，真的好喜欢好喜欢就是那家人好像都不怎么喂，好瘦，都能摸到骨头,0
我这个月第一次姨妈是7号来的，结果今天凌晨又来了，请问这正常吗？,0
一年多的相处，只不过是我一厢情愿罢了，虽然这个结果是我早就预料到的，我也知道我想要的那样完全没可能，但确认之后还是控制不住地好难过好难过,0
手机今天上班差点迟到 ～ 扫了个青桔 ，不知道咋回事把手机摔了…… 啊啊啊啊 … 然后就又碎了钢化膜 ～ 明明放到内兜里好好的,0
耳机里必须一直放轻音乐 不然我会觉得更加孤独 我总是感到很孤独 家人朋友都关心我 我还是觉得孤立无援 好像我的灵魂离开了肉体 我与世界隔绝了,1
家里不准请假,0
唉我 其实有时候我觉得我真的很难有亲密关系 好想被爱啊 为什么妈妈不能喜欢我一点,0
随便吧，我又不会结婚，管好自己就行了,0
我对我的室友我自认为也不算差的，可是为什么得不到平等的对待,0
想谈两个神经病的恋爱，我们和解了，谢谢你虽然但是有在保护我,0
奎流平半粒,1
即使你在全场买了一个最贵的商品，他都舍不得包邮......,0
累了 未来不值得期待 感觉只有数不尽的苦难等着我 我不想被动的活着,1
待会要考试，背的东西倒是一点没想，满脑子coconutcoconutcococococonut,0
感觉我笑起来很僵硬很不好看。我讨厌拍照,0
2023年发生了好多好多事 亲人的离开 好朋友的疏离 我好像什么都做不好 可我好像只会回望过去……我真是差劲,0
"第一次吃严格意义上的安眠药

还记得当时
我：“副作用大吗”
医生：“就是有点儿苦”
如今实测不苦（？

说明书挺长
字儿还小
学到好多新的专有名词

……以及全新的化学式＼(`Δ’)／
↑害怕.jpg

愿好眠🙏🏻
抑郁症#思诺思#",0
"有没有喜欢二次元的小姐姐...想找个比较喜欢二次元的然后懂网络上的梗的那种朋友，要痘印互关！因为我每天能刷到好多搞笑的视频。然后平常也可以一起玩玩游戏，我有很多时间，消息除了睡觉基本秒回（婉拒那种每天只有负能量的，因为我自己也不是很会调节...但偶尔我也是可以当树洞的。婉拒那种...每天都跟我谈论三次元男性同胞的...我有点反感...）
我的话就喜欢看一些番，打打游戏，然后喜欢吃东西现实中挺孤单的一个人...",0
每一次回去都会大哭一场 实在不知道元旦该不该回去 留在学校也是一个人 身边的朋友陆陆续续谈上了恋爱 似乎和她们都脱节了 回去也是一个人 留在学校也是一个人 只是回去的话 一个人 听起来不太可怜吧…,0
啥时候我希望的事可以快快乐乐的落在我头上,0
感觉我像玩了一个不能回档的游戏，好想重开，还重开不了，又删不了气死了,0
自己的伞比得上任何人的屋檐。我会像文东恩一样慢慢振作的。河里真的太冷了，等到春天再死吧。,0
好像说什么都是在辩解。可是，为什么不愿意去考虑一下我是一个什么样的人呢？这种感觉让我觉得有些窒息。我果然还是不如她，我没有办法让自已像个正常人一样地和我亲近的人相处交流。对不起啊，又让你生气了，虽然我已经很小心地在和你们相处了，但还是惹你生气了。怎么说呢，比起来爱我，我更希望自己可以不会让你生气。别爱我了，我不值得的。,1
抑郁反复多年，有时候特别开心。然而今年怀孕了，吃不成药，有小伙伴一样吗？求互相鼓励,1
出去走了一圈，看到大家好像都很开心，只有我像一个飘着的鬼，很想离开这个烂透了的世界，摆脱我狗屎一样的鬼样,2
过段时间我会有一条定时微博,0
没有人在意你受了多少委屈，他们只会在你情绪爆发的时候，指责你不懂事,0
后天就要考四门大学期末了我想死，但是手机里有很多见不得人的东西不能死,0
好痛苦啊 好想去s,2
已经每天睡到分不清现实还是梦了,0
想方设法死,2
别再责怪自己了，事情已经都过去了。你想改变也做不到了。但是你必须要放过自己，你很久没有休息了，放过自己，好好休息吧。,0
真的在学校待不下去了为什么一直不通知什么时候放假啊……想退学了，，喘不过来气了像有蚂蚁在身体里爬,0
"好像要从i人变成e人了，只要一沉浸在自己的世界里就会特别崩溃很想死...
可是睡觉只能一个人睡啊怎么办
一闭上眼睛就感觉要疯了喜怒哀乐各种情绪全部一起挤进我的身体我眼睛里蓄着一点泪脑子气得胀痛眉毛紧张地皱在一起心里又兴奋到癫狂
到底怎么睡觉
我想睡觉
让我睡觉",2
有和我一样，没回家，一个人在出租屋里跨年吗谁也不想找，但是又很想有人陪,0
家人们你们能推荐关于镇定药物吗？什么镇定剂差不多的药物。求推荐,0
救命，跟异性接触完想🤢🤢,0
"同志们，可以试试看拳击手套。我去年买了一副，怒打自家墙体，有一种很多深埋心里的怨气被发泄出来的感觉。

抑郁症患者很多都是向内攻击自己，平时有负面情绪要及时发泄出来，比如大声唱歌，找个没人的地方大哭一场也好。",1
我们这里下雪啦,0
想知道有人可以痊愈吗，我没办法面对自己的生活,0
新年快乐超话的大家[爱慕]谢谢大家这一年安慰我陪伴我，很幸福能有大家，希望大家下一年越来越幸福🥰🥰,0
请问出现认知障碍这种情况严重吗？和那方面疾病有关,0
我一直这样 朋友也会觉得烦的 没有人可以一直接纳我的坏情绪 我就是个精神病 连我妈都烦 何况是朋友,1
请问因为我被欺凌不敢回学校，被父母说因为几句话就放弃自己大好前程。老师甚至和父母说我只要不受语言影响就可以有很大潜能，我该怎么表达我无言的痛苦,0
怎么活啊,1
今天真的倒霉死了，昨天晚上多吃了半片富马喹硫平片，早上上课睡过头了，补作业还被班主任看到了，去办公室挨骂低血糖眼前发黑差点晕倒了,1
天老爷 这种时刻终于来了吗 我妈和我说要离婚 我以为他们只是吵吵不会真离...,0
每天都很难受，吃不下，还要喝很难喝的药，说不出话，也高兴不起来，不知道怎么办,1
感觉有很多朋友 但好像没有一个能真正说话的朋友,0
那一刻就真的签了，犹豫真的想的什么，那虚无缥缈又有几分把握的勇气，倘若在回到昨晚我犹豫 我不说 …我还一直叫板着妈妈签呗签啊 我是在睹气还是什么，我有时都认不清自己,0
"允许一切人离开。
允许一切事发生。
枯萎，凋落，和死亡。
好想热爱这个世界🖤",0
新年快乐 祝愿大家新的一年 快快乐乐!!! 早日康复!!!,0
我感觉我像个神经病。,0
每个人都在为自己努力的活着，我也努力过了，为什么今天情绪还是这么down呢？,1
感冒头疼，脑子要炸了,0
去了专科医院，跟昨天三甲医院一样的流程，医生没耐心，老是打断我说话，一样只看量表，开了新的药……还是很懵，感觉啥也没讲清楚…真的吃药就能完全好嘛？副作用也没提，问就是没有,0
家人们有没有谁关注过微博一个博主，他主页都是发怪诞暴力美学的，我现在找不到他了，不知道叫什么名字,0
利培酮有什么副作用啊我好怕变胖,1
今天去医院看了看为什么会心慌，诊断结果写的是焦虑状态。医生说心脏没有问题，可能是我吃的药的副作用。我真的好讨厌这个病，我不能集中精神的学习，也不能认真做任何一件事，总是思绪不知道飘去了哪里，也总是莫名其妙的开始哭。到底什么时候能好啊，我真的很想过正常生活。,0
心里和身体好难受,0
我彻底失去了一个对我很重要的朋友，经历了这么多我应该习惯的，也确实应该无所谓了，但是好孤独，好像灵魂被扯掉了一角抑郁症#难过##孤独#,1
我活到现在还没死全都因为我的懦弱我讨厌这样的自己,1
我特别想吐，所以零下几度我想出去走走，希望吹吹大冷风会好点，我真的要吐了。,0
从没想过自己会如此缺爱。我好像不停地交朋友，渴望肢体接触，我害怕孤独，害怕，我好害怕。,1
我感觉我要窒息了 很矛盾体 我知道自己做的不对 可是我就是想那么做 不停内耗 好窒息,1
对重抑重焦来说没有幻听和幻觉正常吗？,3
情绪不对后，我把小狗关起来了，他也睡觉了，收拾一下，拿着刀片准备zc，还没开始，小狗就突然开始叫，我就去放他，以为要上厕所，结果他直接来到了卧室里，我过去他就想和我贴贴，现在他在我腿上睡着了，因为怕被妈妈发现，这次zc确实想在腿上的，谢谢小狗,3
听歌可能就是我最好的放松方式,0
朋友们，我想说喝中药真的是有用的。我重度抑郁加焦虑加睡眠障碍，之前吃抗抑郁药只会让我像尸体一样活着而已，上周开始试着喝中药，这几天明显感受到了愉悦，闻到了桂花香，感受到了走在路上风吹在身上的惬意。特别惊喜于自己还能再次拥有一个“正常人”的感受，如果你们吃了很久的药都没有什么改善的话，可以试试喝中药，希望我们都能作为一个普通人，好好的。,3
希望有一天奇迹能发生在我身上吧 能好起来 哪怕一点点希望🙏🙏🙏,0
怎么办怎么办怎么办 姐姐和我说了那些之后 第一次这么清晰的感受到爸妈对我的偏心 爸妈对我几乎有求必应 永远是很温柔的语气 但是姐姐和爸妈总是冷冷淡淡 说话的语气也总是不太友好 姐姐是不是会不喜欢我 是我抢了姐姐的爱吗 对不起 真的对不起,0
我对象今天考研，希望她一切顺利,0
救命啊被噩梦吓醒，开始哭，我想睡个好觉啊，别做梦了,0
宝宝们晚好…我这几个月真的要疯掉了…总是感觉没有得到任何人的爱，又有时候会觉得其实他们也是有一点点喜欢我的吧…还有我的好朋友也好像不喜欢我的样子…最近我才发现他偷偷的发屏蔽了我的朋友圈，说我对他的示爱太吓人了，虽然可能真的是我太吓人了，，但他屏蔽我发我真的好难受，，可是他屏蔽我也是为了让我看不到心情好一点吧，但是他感觉我吓人怎么不来跟我说…对不起这个话题是不是说的太多了…这半年来伴随着我的还有持续的不真实感，感觉不到自己在活着，感觉不到自己的心脏在跳动。这种感觉好难受，好难受，我到底该怎么做…我看不到我的未来，我甚至看不到我的明天。我该怎么办啊，，对于我的朋友我该怎么办？我要坦诚的问他，坦诚地跟他说吗？但感觉他也很崩溃的样子…我这样会对他造成影响吧？对于我的未来我的生活我又该怎么做？我不想在家里呆着了，可我的成绩又太难堪了…但是学校我真的好恐惧…我不想去…我该怎么办,1
"看到我的小猫猫是每天最快乐的时候
希望我们都能陪伴彼此长一些
我还要看着我的小咪活到二十岁",0
我自卑极了,0
到医院的时候，心理科的医生已经下班了，挂了急诊，去医院挂了葡萄糖之类的，今天发现了一个好办法，就是给他微博发消息，这样的话，我也可以诉说我的想念，也不会很憋着了，他也不玩微博，发现不了的哈哈，以后就可以有个地方说了，就是留言的话，他没有回复过我，会员每天只能发一条好像,0
"昨天晚上还是做梦了，梦到什么具体也忘记了，只记得有被分尸的大海蟹
今天在床上躺了很久
讨厌小组作业，讨厌上学，讨厌学校里有很多人
桂圆干好吃
每天都觉得好累
听着鬼故事助眠
晚上吃了夫妻肺片，食欲不好吃不下
昨天换了药，加量了，买的褪黑素和一些中成药也到了，我就是一个咔擦咔擦咕咚咕咚吞药的机器
我现在好想回家去",0
"第一次觉得自己需要亲密关系
或许是自己撑的太久了",0
"到现在还是会害怕吃药的
不是因为药苦或者药难吃
吃完药，那种情绪被抑制的死寂感常常让我向往死亡
但是死了就看不到网络上喜欢的小猫咪了",2
腿痛死了,0
死心咯,0
"我做那个医院开的自量表不严重，但是红外的那个脑图又显示是复发抑郁障碍，后面躯体化严重以为是真的生病，检查一堆都没问题，去华西神内医生开的治疗焦虑的药却很有用，这怎么回事？？
我完全没有觉得自己焦虑，艾司西酞普兰药对严重的症状有用，但我现在偶尔还是会头晕头胀或者突然一下的两眼一黑，血压血糖血常规和心电也都正常，有点不知所措，我还要不要继续查有没有实质疾病",1
要不我就这样放弃好了,0
肚子痛醒了，又不用睡了,0
精神科诊断，我摆脱不掉，我挣脱不了。,1
检查出来的时候，我妈一直和我说这是我自己的问题，好难受，在这之前我总是在失眠的时候反复问自己是不是我太脆弱了，我是不是真的有问题，我太矫情了，一直在恨自己，检查结果出来后我才觉得我不该怪我自己，我只是身体得病了，我没有做错什么，但是听见她说的时候我真的好崩溃，在我好不容易敞开心扉讲我被霸凌的日子时，说我太在意别人眼光，不理那些人就是了，可是那些语言那些行为实打实的落在了我的身上，不论在学校还是家里我都太难受了，为什么就该是我的错，如果不是他们我可以不用勇敢的,1
"有时候会突然非常非常害怕会控制不住自己做一些不好的事情…伤害自己和伤害他人都有的那种
我害怕自己真的变成一个疯子。",0
舍曲林吃了两个月效果不大医生又加了一粒碳酸锂 为什么我还是感受不到情绪的存在啊 感觉越来越麻木了 该怎么办啊,1
我真心建议，情绪不稳定控制不了自己的家长不要生育，我活着的每分每秒都在痛恨你为什么要把我生下来让我承受这些，难道你以为自己很伟大吗，不过是生了一个你的情绪垃圾桶和能承载你情感需求的工具，世界上最恶心的就是这种关系,1
@抑郁症 祝大家元旦快乐，天天开心！,0
抑郁症我真的很想变好，但我真的没有坚持下去的动力。😓,1
我真的好难受,0
断药倒数第89天，焦虑症确实是犯了,0
我手一直在抖一直在抖，我要怎么办啊,0
我从不知道顺其自然有多自然，但我知道现实有多现实。,0
烦的头疼,0
烂透了,0
"小时候我是老师亲戚中听话的小孩 小学比起学习奖我拿的更多的是劳动奖
我控制不住自己那些不讨喜的情绪怪脾气 总是被其反噬 我不是想斗嘴和所谓的觉得拽 我也不知道 但他踹过来的那一脚 我就控制不住自己的情绪 我学了三年如何收敛藏好这些 但是毁于一旦了",1
今天是没有自伤的一天，至少目前还没有,3
人生是一场自我救赎,0
今日我来葬花，明日谁来葬我。,0
一个室友说家里的狗得了抑郁症，瘦了好多。另外两个室友问怎么瘦的，教教她虽然是小狗但还是心理不适，好吧是我太敏感,0
我说我这几天咋这么多有感而发 ，原来是dym提前了… 呵呵 … 好疼,0
为什么呀哈哈哈哈哈哈哈哈哈哈一年多了，我不能改变你哪怕一点点吗妈妈，所以平常那些都是装的对吧，“我事多”“我很麻烦”这才是你的内心真实想法是吗？,0
怎么有种不好不安的预感,0
"一整晚的情绪起伏还是挺大的…
给老师打了好久电话…
哭了好久好久…
刚刚又和很久不联系的朋友通了电话…
聊了几句才发现…
心中释怀了很多…
很多曾经自己迈不过去的事…
但自己内心的起伏…
真的让自己吃惊了许多…",0
"“大号养废了还有小号”
原来我在他们眼里还是那样……就这样吧",0
问个事，就是大家吃完精神类的药物之后，会不会感觉全身酸软，没有力气的感觉？,0
马上2024了，有人一起跨年吗哈哈,0
讨厌吃药抑郁症,0
不想活了但是不希望妈妈伤心，一两年前看过后就再也没看过了，但我能感觉到我比以前更不好了，但是看病太贵了，不想让爸爸妈妈多花钱，他们也没有时间。我不知道我活着有什么意义，每天时不时就会焦虑，能不能来个车把我撞的当场毙命啊,2
我想 我对这个世界还是有留恋的 我当然想看蔚蓝的海水 看盛放的玫瑰 可这些不足以支撑我活下去,2
睡一个半小时就起。,0
我虽然是很厌男，但缺失父爱让我对年龄大的老男人完全没有抵抗力,0
感觉人生没什么目标，也不想吃药，又不想学习，真的感觉自己是废物,1
又要起床去学校了，不想去，只想睡觉,0
学历真的那么重要吗 我真的好累 在学校没有一天没有压力 去年已经休学过了 好烦,0
分享欲一次次的被冷水泼灭，彻底没有了,0
每日一手抖……,0
真的会好起来吗,0
重度抑郁症真的能被治好吗？我总是好一段时间然后又开始犯病。,3
"2021年的暑假，彼时刚刚初中毕业的我无论如何也想不到高中三年居然会这么难捱。目标大学一降再降，从坚定的“考上211”，到确诊抑郁后的“一本就行”，再到一个月后的春考。
不出意外的话，我会被一所二本录取。
今年春天，我迎来人生的一场巨变。很久以前就听说过“宛平南路600号”的传说，但当我真正走进去时，还是有一种虚幻感。确诊中度抑郁，家里人包括我自己都很意外，接下来就是不停的吃药和间歇性发作。手腕上也留下了两道疤，不知道这辈子有没有复原的机会。
接下来的大半年里，我仿佛分裂出了两个自己。其中一个，在不断降低对自己的要求中逐渐堕落，而另一个只能悲哀而清醒地看着这一切的发生，束手无策。
但我忘不了曾经对未来满怀期待的自己，忘不了凌晨起床写作业背书的忍耐，忘不了背着大包小包爬楼梯的坚持，更忘不了困到睁不开眼时还要在笔记本上写下的success。是什么困住了我?当我在作文里痛批功利社会的时候，是否有一瞬预料到自己也会被卷入时代浪潮，苦苦挣扎而不得出?
马上就要到冬至了，绿叶已经落尽。我也想要像它们一样坠落，在粉身碎骨中迎来自己的18岁。",3
我这前半生好多过客啊！,0
见到大炮，队友详细地解说哪里放弹药，怎么开火，还让我给他拍个合影。我说，我啥也不懂，就觉得炮身的花纹挺精美的。他说，我们明朝就有了子母炮，后来心思偏了，用在这些装饰上面了，清朝时期技术一落千丈。,0
"那，
悬着的心，
终于死了……
我本就不该怀有什么希望，
毕竟我是个很糟糕的人啊！",1
又是一上午的西点课,0
"今天是今年最后一天，希望大家能找到自己前进的路
给大家分享12月末我正式开始拍摄的照片",0
